timestamp_utc,device_id,device_type,building,floor,room,ip_address,mac_address,firmware_version,protocol,port,event_type,bytes_in,bytes_out,packets,cpu_load_pct,memory_usage_pct,battery_level_pct,temperature_c,power_state,signed_firmware,firmware_integrity,identity_mismatch,anomaly_score,ground_truth_compromise,compromise_type
2026-01-25T07:01:20Z,DEV052,env_sensor,A,4,R15,10.0.4.34,0d:c9:0d:2a:db:45,v3.1,MQTT,1883,status_update,16,628,30,22.49,23.38,74.39,25.03,on,True,ok,False,0.1271,0,none
2026-02-04T08:30:44Z,DEV008,HVAC,B,1,R04,10.1.1.212,10:a1:cd:89:21:6c,v1.5,Modbus/TCP,502,firmware_update,2851,10810,110,51.53,36.46,,22.5,on,False,suspect,True,0.9994,1,unauthorized_firmware
2026-02-04T06:09:35Z,DEV093,smart_lighting,A,1,R08,10.0.1.243,b0:99:d9:80:e9:9a,v5.1,HTTP,80,telemetry,698,880,23,16.45,23.79,87.12,,on,True,ok,False,0.136,0,none
2026-01-25T08:26:40Z,DEV011,HVAC,A,2,R11,10.0.2.42,d8:20:c5:c3:ef:80,v1.5,BACnet/IP,47808,firmware_check,5690,18426,84,31.67,60.21,,24.05,on,True,ok,False,0.315,0,none
2026-01-30T04:01:40Z,DEV015,HVAC,A,1,R12,10.0.1.126,23:40:41:f3:54:87,v1.5,BACnet/IP,47808,firmware_update,4821,16140,137,58.93,56.79,,25.11,on,False,suspect,False,0.7397,1,unauthorized_firmware
2026-01-31T15:26:11Z,DEV017,HVAC,A,2,R02,10.0.2.88,0a:75:70:03:24:1e,v1.3,BACnet/IP,47808,telemetry,3390,10642,114,47.87,30.48,,20.93,on,True,ok,False,0.1427,0,none
2026-01-30T05:32:50Z,DEV087,smart_lighting,A,5,R15,10.0.5.118,07:49:d1:4f:26:f0,v5.2,MQTT,1883,status_update,674,775,26,16.29,27.92,79.61,,on,False,suspect,False,0.1309,0,none
2026-01-27T07:50:04Z,DEV006,HVAC,B,3,R08,10.1.3.164,ba:53:bd:b5:6b:88,v1.5,MQTT,1883,status_update,4435,12540,88,33.85,34.06,,24.44,on,True,ok,False,0.0989,0,none
2026-02-02T08:48:21Z,DEV073,CCTV,A,3,R12,10.0.3.74,e8:24:77:87:65:d9,v4.5,RTSP,554,video_stream,29285,89172,702,68.95,57.86,,,on,True,ok,False,0.2491,0,none
2026-02-04T15:49:43Z,DEV057,env_sensor,A,3,R10,10.0.3.175,c0:cb:65:26:7c:34,v3.2,CoAP,5683,status_update,317,938,23,22.11,25.15,77.43,20.53,on,False,suspect,False,0.8216,1,unauthorized_firmware
2026-01-26T14:12:02Z,DEV004,HVAC,B,3,R10,10.1.3.69,16:eb:3f:c1:28:96,v1.5,Modbus/TCP,502,telemetry,7033,14505,136,55.59,48.05,,20.53,on,True,ok,False,0.3053,0,none
2026-02-04T11:34:30Z,DEV052,env_sensor,A,4,R15,10.0.4.34,0d:c9:0d:2a:db:45,v3.1,CoAP,5683,telemetry,427,800,12,9.67,41.65,89.43,23.29,on,True,ok,False,0.3102,0,none
2026-02-03T21:03:55Z,DEV042,env_sensor,A,3,R05,10.0.3.55,dc:a4:ee:e2:e2:6d,v3.2,CoAP,5683,status_update,123,757,20,23.98,18.02,79.98,19.47,on,True,ok,False,0.1935,0,none
2026-02-02T18:28:57Z,DEV022,badge_scanner,B,5,R02,10.1.5.14,07:2f:79:55:d0:f8,v2.1,TCP,1812,status_update,1353,2272,60,18.26,25.25,,,on,True,ok,False,0.0557,0,none
2026-02-03T06:33:17Z,DEV095,smart_lighting,A,5,R14,10.0.5.177,19:fe:92:75:b4:70,v5.3,MQTT,1883,control_command,868,1223,22,24.14,26.79,82.39,,on,True,ok,False,0.2098,0,none
2026-01-24T10:34:18Z,DEV030,badge_scanner,A,5,R03,10.0.5.71,90:6b:af:68:87:fa,v2.1,TCP,1812,auth_attempt,1477,3050,71,15.34,29.5,,,on,True,ok,False,0.039,0,none
2026-01-31T02:45:27Z,DEV055,env_sensor,A,1,R04,10.0.1.53,0a:4e:7a:40:f2:3a,v3.2,MQTT,1883,status_update,564,717,25,13.31,25.97,89.16,23.34,on,True,ok,False,0.1527,0,none
2026-01-27T12:39:27Z,DEV048,env_sensor,B,2,R05,10.1.2.87,a3:29:46:4d:76:c4,v3.2,CoAP,5683,telemetry,111,450,12,20.03,19.83,74.71,22.44,on,True,ok,False,0.285,0,none
2026-02-03T07:47:43Z,DEV067,env_sensor,B,1,R12,10.1.1.138,40:8c:17:1b:95:40,v3.2,MQTT,1883,telemetry,343,859,16,19.4,15.7,87.11,24.91,on,True,ok,False,0.1553,0,none
2026-01-22T23:08:04Z,DEV048,env_sensor,B,2,R05,10.1.2.87,a3:29:46:4d:76:c4,v3.2,TCP,8080,status_update,965,643,23,6.27,21.23,77.96,21.69,on,True,ok,True,1.0,1,spoofed_identity
2026-01-27T12:23:28Z,DEV019,HVAC,B,2,R13,10.1.2.123,d0:61:30:31:dc:b5,v1.4,Modbus/TCP,502,status_update,4004,15048,101,19.26,32.99,,21.85,on,True,ok,False,0.2681,0,none
2026-01-25T16:07:01Z,DEV077,CCTV,B,3,R03,10.1.3.151,df:fb:2e:f0:b2:d1,v4.6,RTSP,8554,video_stream,19979,41869,694,53.02,45.46,,,on,True,ok,False,0.2455,0,none
2026-01-26T08:49:16Z,DEV036,badge_scanner,B,2,R04,10.1.2.211,eb:b3:9c:74:72:0c,v2.2,TCP,1812,auth_attempt,2579,2601,54,24.03,26.64,,,on,True,ok,False,0.2032,0,none
2026-01-29T01:12:07Z,DEV091,smart_lighting,A,2,R09,10.0.2.107,5c:57:59:28:c3:7b,v5.2,MQTT,1883,telemetry,725,1061,20,18.97,35.17,77.04,,off,True,ok,False,0.0284,0,none
2026-02-01T11:54:20Z,DEV081,CCTV,B,1,R01,10.1.1.251,7a:51:9f:07:d0:2f,v4.5,RTSP,8554,status_update,21929,152165,1002,43.18,52.04,,,on,True,ok,False,0.3349,0,none
2026-01-26T18:54:10Z,DEV043,env_sensor,B,2,R11,10.1.2.23,91:ab:2f:78:9e:73,v3.0,MQTT,1883,status_update,409,538,27,17.7,24.78,79.51,18.98,on,True,ok,False,0.1698,0,none
2026-01-24T08:15:50Z,DEV022,badge_scanner,B,5,R02,10.1.5.14,07:2f:79:55:d0:f8,v2.1,TCP,1812,auth_attempt,1367,956,93,23.45,25.71,,,on,True,ok,False,0.2372,0,none
2026-01-30T15:08:39Z,DEV055,env_sensor,A,1,R04,10.0.1.53,0a:4e:7a:40:f2:3a,v3.2,MQTT,1883,telemetry,384,362,41,15.69,16.76,100.0,20.16,on,True,ok,False,0.3525,0,none
2026-01-30T01:26:49Z,DEV093,smart_lighting,A,1,R08,10.0.1.243,b0:99:d9:80:e9:9a,v5.1,HTTP,80,control_command,421,862,33,13.53,25.28,83.59,,off,True,ok,False,0.0152,0,none
2026-02-01T06:33:22Z,DEV047,env_sensor,B,4,R05,10.1.4.194,7e:8d:f8:7a:8c:e1,v3.0,MQTT,1883,telemetry,665,695,35,17.04,14.63,73.42,25.01,on,True,ok,False,0.2234,0,none
2026-02-04T06:03:53Z,DEV028,badge_scanner,A,1,R09,10.0.1.56,87:43:b2:23:7d:bd,v2.1,HTTPS,443,auth_attempt,2142,945,20,16.48,16.93,,,on,True,ok,False,0.165,0,none
2026-01-25T23:22:33Z,DEV017,HVAC,A,2,R02,10.0.2.88,0a:75:70:03:24:1e,v1.3,MQTT,1883,telemetry,8926,14981,123,33.37,34.55,,21.54,on,True,ok,False,0.2602,0,none
2026-01-24T04:40:19Z,DEV084,CCTV,B,1,R05,10.1.1.187,98:fa:4c:e4:f7:b0,v4.6,RTSP,8554,video_stream,26595,156619,804,55.21,40.26,,,on,True,ok,False,0.0914,0,none
2026-01-24T07:10:42Z,DEV073,CCTV,A,3,R12,10.0.3.74,e8:24:77:87:65:d9,v4.5,RTSP,8554,status_update,24805,140398,1048,62.72,51.48,,,on,True,ok,False,0.1517,0,none
2026-01-22T02:05:02Z,DEV018,HVAC,A,1,R14,10.0.1.86,24:79:8e:f8:6d:43,v1.5,BACnet/IP,47808,control_command,4917,11042,146,32.18,44.37,,23.66,on,True,ok,False,0.1679,0,none
2026-02-01T05:01:31Z,DEV009,HVAC,B,2,R11,10.1.2.129,ca:ea:49:87:47:7e,v1.5,BACnet/IP,47808,control_command,8174,15893,144,18.46,32.59,,23.84,on,True,ok,False,0.1128,0,none
2026-02-03T17:43:25Z,DEV027,badge_scanner,B,2,R05,10.1.2.103,43:99:ea:a1:25:04,v2.1,TCP,1812,status_update,1940,1100,89,22.95,28.17,,,on,True,ok,False,0.1365,0,none
2026-01-29T13:29:13Z,DEV015,HVAC,A,1,R12,10.0.1.126,23:40:41:f3:54:87,v1.5,MQTT,1883,status_update,3227,10669,148,59.98,42.26,,20.36,on,True,ok,False,0.1908,0,none
2026-02-04T06:22:25Z,DEV096,smart_lighting,A,5,R05,10.0.5.175,46:31:14:9e:e1:11,v5.3,MQTT,1883,status_update,409,1073,20,12.88,29.96,63.6,,on,True,ok,False,0.0622,0,none
2026-01-23T12:17:28Z,DEV032,badge_scanner,B,5,R12,10.1.5.111,04:39:26:4c:12:bd,v2.2,HTTPS,443,auth_attempt,1014,2131,44,21.22,35.45,,,on,True,ok,False,0.2585,0,none
2026-01-31T20:26:15Z,DEV048,env_sensor,B,2,R05,10.1.2.87,a3:29:46:4d:76:c4,v3.2,MQTT,1883,status_update,376,500,21,21.58,33.99,81.15,20.2,on,True,ok,False,0.2196,0,none
2026-01-24T16:31:32Z,DEV032,badge_scanner,B,5,R12,10.1.5.111,04:39:26:4c:12:bd,v2.2,TCP,1812,status_update,1476,2725,76,20.5,29.05,,,on,True,ok,False,0.4829,0,none
2026-01-28T06:32:29Z,DEV086,smart_lighting,B,4,R07,10.1.4.171,4d:fd:12:40:a9:33,v5.2,MQTT,1883,telemetry,301,965,11,7.63,15.67,87.07,,on,True,ok,False,0.1864,0,none
2026-01-31T05:56:53Z,DEV030,badge_scanner,A,5,R03,10.0.5.71,90:6b:af:68:87:fa,v2.1,TCP,1812,status_update,717,2309,54,23.21,37.59,,,on,True,ok,False,0.3197,0,none
2026-01-26T23:46:23Z,DEV098,smart_lighting,B,5,R09,10.1.5.235,8b:54:83:f6:97:ad,v5.1,HTTP,80,status_update,1065,942,13,12.4,28.0,76.52,,off,True,ok,False,0.0979,0,none
2026-01-26T20:04:24Z,DEV016,HVAC,B,2,R15,10.1.2.140,66:9f:cc:bf:e0:e7,v1.3,BACnet/IP,47808,firmware_check,2659,12813,136,30.74,46.14,,20.95,on,True,ok,False,0.2526,0,none
2026-02-01T13:39:07Z,DEV058,env_sensor,B,5,R13,10.1.5.32,15:b1:db:bd:23:ae,v3.0,MQTT,1883,telemetry,547,945,23,23.04,14.13,90.33,21.38,on,True,ok,False,0.0945,0,none
2026-01-27T12:48:09Z,DEV015,HVAC,A,1,R12,10.0.1.126,23:40:41:f3:54:87,v1.5,Modbus/TCP,502,firmware_check,3126,12680,119,32.92,50.56,,22.42,on,True,ok,False,0.1663,0,none
2026-01-27T06:51:30Z,DEV050,env_sensor,B,5,R12,10.1.5.7,c2:f4:03:b4:98:c7,v3.1,CoAP,5683,telemetry,147,656,31,8.65,33.08,100.0,23.7,on,True,ok,False,0.1043,0,none
2026-01-31T03:20:10Z,DEV022,badge_scanner,B,5,R02,10.1.5.14,07:2f:79:55:d0:f8,v2.1,TCP,1812,status_update,2252,3194,49,8.54,36.17,,,on,True,ok,False,0.3615,0,none
2026-01-29T11:45:36Z,DEV046,env_sensor,A,1,R08,10.0.1.36,ed:a2:e2:da:e4:51,v3.2,CoAP,5683,status_update,506,287,36,20.64,35.25,85.25,22.23,on,True,ok,False,0.115,0,none
2026-01-28T20:37:19Z,DEV035,badge_scanner,A,3,R13,10.0.3.240,d2:7f:88:51:37:c3,v2.0,HTTPS,443,status_update,1978,3047,70,26.25,25.6,,,on,True,ok,False,0.2277,0,none
2026-01-31T19:36:14Z,DEV064,env_sensor,A,4,R12,10.0.4.64,9c:bc:f2:b0:d9:a9,v3.1,MQTT,1883,status_update,440,488,17,13.31,20.61,94.83,20.44,on,True,ok,False,0.2015,0,none
2026-02-04T18:24:09Z,DEV017,HVAC,A,2,R02,10.0.2.88,0a:75:70:03:24:1e,v1.3,BACnet/IP,47808,firmware_update,1964,13986,170,58.15,44.65,,19.81,on,False,suspect,False,0.7605,1,unauthorized_firmware
2026-01-24T05:26:44Z,DEV012,HVAC,A,1,R11,10.0.1.228,88:ae:39:96:de:50,v1.4,Modbus/TCP,502,firmware_check,8010,7679,126,49.95,29.24,,24.25,on,True,ok,False,0.1575,0,none
2026-02-04T08:47:46Z,DEV025,badge_scanner,A,3,R01,10.0.3.14,f4:50:1d:29:5f:23,v2.2,HTTPS,443,auth_attempt,1378,3156,74,24.85,42.86,,,on,True,ok,False,0.2579,0,none
2026-01-29T08:33:24Z,DEV010,HVAC,B,5,R07,10.1.5.231,cc:b9:70:46:fc:2e,v1.3,MQTT,1883,status_update,2182,11240,122,32.61,39.22,,23.99,on,True,ok,False,0.4408,0,none
2026-02-01T18:49:55Z,DEV003,HVAC,A,4,R06,10.0.4.73,4f:6e:ac:34:2f:c2,v1.3,BACnet/IP,47808,control_command,5027,7936,105,43.19,46.37,,20.87,on,True,ok,False,0.1508,0,none
2026-01-30T21:19:14Z,DEV096,smart_lighting,A,5,R05,10.0.5.175,46:31:14:9e:e1:11,v5.3,HTTP,80,status_update,545,426,30,16.96,37.25,77.34,,on,True,ok,False,0.0719,0,none
2026-01-29T03:22:35Z,DEV094,smart_lighting,B,4,R02,10.1.4.62,c3:b7:97:97:0b:ca,v5.2,HTTP,80,status_update,502,690,22,29.27,30.74,72.45,,off,True,ok,False,0.2214,0,none
2026-02-04T10:22:49Z,DEV061,env_sensor,B,5,R10,10.1.5.173,c2:ac:0e:fd:a6:5d,v3.1,MQTT,1883,status_update,515,692,23,17.72,7.09,85.36,22.9,on,False,ok,False,0.207,0,none
